0 NULL 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
39	J国12.7厘米连装高射炮	1	1	2	0	0	0	4	0	1	0	0	0	0.2	0	0
40	E国单装4英寸炮	1	1	1	0	0	0	2	0	0	0	0	0	0.2	0	0
41	U国双联5英寸炮	1	1	4	0	0	0	0	0	1	0	0	0	0	0	0
42	J国12.7毫米单装机枪	1	1	0	0	0	0	2	0	0	0	0	0	0.35	0	0
43	J国25毫米联装机炮	1	1	0	0	0	0	5	0	0	0	0	0	0.35	0	0
44	G国双联37毫米防空炮	1	1	1	0	0	0	3	0	1	0	0	0	0.35	0	0
45	G国四联20毫米防空炮	1	1	1	0	0	0	5	0	1	0	0	0	0.35	0	0
46	E国四联40毫米砰砰炮	1	1	2	0	0	0	4	0	0	0	0	0	0.35	0	0
47	E国八联40毫米砰砰炮	1	1	3	0	0	0	6	0	0	0	0	0	0.35	0	0
48	U国厄利孔20毫米炮(双联)	1	1	0	0	0	0	4	0	0	0	0	0	0.35	0	0
49	U国双联3英寸防空炮	1	1	2	0	0	0	10	0	2	0	0	0	0.35	0	0
50	U国博福斯40毫米防空炮(双联)	1	1	1	0	0	0	7	0	1	0	0	0	0.35	0	0
51	U国博福斯40毫米防空炮(四联)	1	1	2	0	0	0	9	0	1	0	0	0	0.35	0	0
52	U国四联1.1英寸防空炮	1	1	0	0	0	0	4	0	1	0	0	0	0.35	0	0
53	九六式舰战	1	0	0	0	0	0	2	0	0	0	0	0	0	4	0
54	零战二一型	1	0	0	0	0	0	5	0	0	0	0	0	0	4	0
55	零战五二型	1	0	0	0	0	0	6	0	0	0	0	0	0	4	0
56	BF109T	1	0	0	0	0	0	5	0	1	0	0	0	0	5	0
57	海喷火	1	0	0	0	0	0	7	0	0	0	0	0	0	5	0
58	海毒牙	1	0	0	0	0	0	11	0	0	0	0	0	0	5	0
59	F2A水牛	1	0	0	0	0	0	3	0	0	0	0	0	0	5	0
60	F4F野猫	1	0	0	0	0	0	5	0	0	0	0	0	0	5	0
61	F4U海盗	1	0	0	0	0	0	9	0	0	0	0	0	0	5	0
62	九九式舰爆	1	0	0	0	5	0	0	0	0	3	0	0	0	4	0
63	彗星	1	0	0	0	8	0	0	0	0	3	0	0	0	4	0
64	Ju-87C斯图卡	1	0	0	0	5	0	0	0	1	3	0	0	0	5	0
65	贼鸥	1	0	0	0	4	0	0	0	0	4	0	0	0	5	0
66	海燕	1	0	0	0	7	0	0	0	0	4	0	0	0	5	0
67	SBD-3无畏	1	0	0	0	6	0	0	0	0	2	0	0	0	5	0
68	BTD-1毁灭者	1	0	0	0	10	0	0	0	0	2	0	0	0	5	0
69	九七式舰攻	1	0	0	5	0	0	0	0	0	4	1	0	0	4	0
70	天山	1	0	0	7	0	0	0	0	0	3	1	0	0	4	0
71	流星	1	0	0	10	0	0	0	0	0	4	1	0	0	4	0
72	剑鱼	1	0	0	6	0	0	0	0	2	3	1	0	0	5	0
73	梭鱼	1	0	0	8	0	0	0	0	0	2	1	0	0	5	0
74	TBF复仇者	1	0	0	7	0	0	0	0	0	5	0	0	0	5	0
75	零式水上侦察机	1	0	0	0	1	0	1	0	1	2	5	0	0	4	0
76	海水獭	1	0	0	0	1	0	1	0	1	5	7	0	0	5	0
77	海象式	1	0	0	0	1	0	1	0	1	3	4	0	0	5	0
78	OS2U-3翠鸟	1	0	0	0	1	0	1	0	1	6	6	0	0	5	0
79	标准型对空雷达	1	0	0	0	0	0	3	0	1	0	4	0	0.4	0	0
80	标准型对海雷达	1	0	0	0	0	0	0	0	3	0	5	0	0	0	0
81	改良型对空雷达	1	0	0	0	0	0	5	0	2	0	6	0	0.4	0	0
82	改良型对海雷达	1	0	0	0	0	0	0	0	5	0	7	0	0	0	0
83	标准型声纳	1	0	0	0	0	0	0	0	1	6	0	0	0	0	0
84	改良型声纳	1	0	0	0	0	0	0	0	2	10	0	0	0	0	0
85	标准型深弹投射器	1	1	0	0	0	0	0	0	0	5	0	0	0	0	0
86	改良型深弹投射器	1	1	0	0	0	0	0	0	0	8	0	0	0	0	0
87	三联533毫米鱼雷	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0
88	四联533毫米鱼雷	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0
89	五联533毫米鱼雷	1	1	0	6	0	0	0	0	0	0	0	0	0	0	0
90	61厘米三连装鱼雷	1	1	0	5	0	0	0	0	0	0	0	0	0	0	0
91	61厘米四连装鱼雷	1	1	0	7	0	0	0	0	0	0	0	0	0	0	0
92	三式弹	1	0	0	0	0	0	10	0	0	0	0	0	0.6	0	0
93	标准型动力系统	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0
94	改良型动力系统	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0
95	附加装甲(中型)	1	0	0	0	0	7	0	-2	0	0	0	0	0	0	0
96	附加装甲(大型)	1	0	0	0	0	9	0	-3	0	0	0	0	0	0	0
97	损害管制小组	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
98	精英损害管制小组	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
99	AR-196水上侦察机	1	0	0	0	1	0	2	0	1	2	6	0	0	5	0
100	E国三联4英寸炮	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0
101	E国4.5英寸连装高炮	1	1	2	0	0	0	4	0	0	0	0	0	0.2	0	0
102	F国四联380毫米炮	1	3	25	0	0	0	0	0	1	0	0	0	0	0	0
103	F国四联380毫米炮(炸膛)	1	3	20	0	0	0	0	0	-3	0	0	0	0	0	0
104	四联533毫米磁性鱼雷	1	1	0	6	0	0	0	0	3	3	0	0	0	0	0
105	G国双联280毫米主炮(旧)	1	2	8	0	0	0	0	0	0	0	0	0	0	0	0
106	先进型对空雷达	1	0	0	0	0	0	6	0	3	0	7	0	0.4	0	0
107	先进型对海雷达	1	0	0	0	0	0	0	0	6	0	9	0	0	0	0
108	标准型火控雷达	1	0	0	0	0	0	4	0	4	0	0	0	0.5	0	0
109	改良型火控雷达	1	0	0	0	0	0	6	0	6	0	0	0	0.5	0	0
110	先进型火控雷达	1	0	0	0	0	0	8	0	7	0	0	0	0.5	0	0
111	先进型声纳	1	0	0	0	0	0	0	0	3	12	0	0	0	0	0
112	先进型深弹投射器	1	1	0	0	0	0	0	0	0	10	0	0	0	0	0
113	捕鼠器深弹投射器	1	1	0	0	0	0	0	0	2	9	0	0	0	0	0
114	刺猬弹深弹投射器	1	1	0	0	0	0	0	0	5	15	0	0	0	0	0
115	附加装甲(小型)	1	0	0	0	0	5	0	-1	0	0	0	0	0	0	0
116	先进型动力系统	1	0	0	0	0	0	0	12	0	0	0	0	0	0	0
117	发烟筒	1	0	0	0	0	0	0	15	-5	0	0	0	0	0	0
118	E国三联6英寸炮	1	2	7	0	0	0	0	0	0	0	0	0	0	0	0
119	E国双联8英寸炮	1	2	9	0	0	0	0	0	0	0	0	0	0	0	0
120	E国双联15英寸炮(改)	1	3	19	0	0	0	0	0	2	0	0	0	0	0	0
121	E国三联15英寸炮(试作型)	1	3	21	0	0	0	0	0	1	0	0	0	0	0	0
122	U国双联16英寸炮	1	3	18	0	0	0	0	0	0	0	0	0	0	0	0
123	F国双联138毫米炮	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
124	S国双联100毫米炮	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
125	S国三联152毫米炮	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
126	荷兰双联152毫米炮	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0
127	B-25(杜立特队)	1	0	0	0	20	0	0	0	0	0	0	0	0	15	0
128	VT引信炮弹	1	0	0	0	0	0	5	0	5	0	0	0	0.8	0	0
129	超重弹	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0
130	91式穿甲弹	1	0	6	0	0	0	0	0	1	0	0	0	0	0	0.25
131	烈风	1	0	0	0	0	0	9	2	0	0	0	0	0	4	0
132	震电	1	0	0	0	0	0	12	3	0	0	0	0	0	6	0
133	ME-155	1	0	0	0	0	0	9	0	2	0	0	0	0	5	0
134	F6F地狱猫	1	0	0	0	0	0	8	1	0	0	0	0	0	5	0
135	XF5U“飞行圆饼”	1	0	0	0	0	0	10	-1	0	0	0	3	0	5	0
136	零战62型	1	0	0	0	4	0	5	0	0	1	0	0	0	4	0
137	剑鱼MKIII	1	0	0	3	0	0	0	0	1	8	1	0	0	5	0
138	SB2C地狱俯冲者	1	0	0	0	8	0	0	0	0	2	0	0	0	5	0
139	TBD蹂躏者	1	0	0	5	0	0	0	0	0	3	0	0	0	5	0
140	XTB2D空中海盗	1	0	0	15	0	0	0	0	0	3	0	0	0	9	0
144	“TALIEDOSTIPA”	1	0	0	0	0	0	1	4	0	2	3	5	0	5	0
145	瑞云	1	0	0	0	5	0	3	0	0	2	0	0	0	4	0
146	晴岚	1	0	0	0	8	0	0	0	0	3	0	0	0	4	0
147	E国三联16英寸炮(改)	1	3	26	0	0	0	0	0	0	0	0	0	0	0	0
148	61厘米五连装鱼雷	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0
149	61厘米三连装氧气鱼雷	1	0	0	8	0	0	0	0	1	0	0	0	0	0	0
150	61厘米四连装氧气鱼雷	1	0	0	10	0	0	0	0	1	0	0	0	0	0	0
151	61厘米五连装氧气鱼雷	1	0	0	12	0	0	0	0	1	0	0	0	0	0	0
152	53厘米氧气鱼雷(潜艇)	1	0	0	15	0	0	0	0	2	0	0	0	0	0	0
153	533毫米磁性鱼雷(潜艇)	1	0	0	12	0	0	0	0	4	0	0	0	0	0	0
154	21英寸鱼雷(潜艇)	1	0	0	12	0	0	0	0	1	0	0	0	0	0	0
155	E国博福斯40毫米防空机炮(六联)	1	0	3	0	0	0	11	0	1	0	0	0	0.35	0	0
156	J国10厘米连装炮	1	1	2	0	0	0	4	0	1	0	0	0	0	0	0
157	E国274型雷达	1	0	0	0	0	0	0	0	8	0	6	0	0	0	0
158	柴油机	1	0	0	0	0	0	0	5	0	0	0	3	0	0	0
159	“宁海号”舰载机	1	0	0	0	0	0	0	0	0	0	5	3	0	5	0
160	射击钟	1	0	0	0	0	0	0	0	5	0	0	3	0	0	0
161	C国单装150毫米炮	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0
162	金块箱	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
163	S国双联130毫米炮	1	0	4	0	0	0	1	0	0	0	0	0	0.2	0	0
164	S国BMB型深弹炮	1	1	0	0	0	0	0	0	2	8	0	0	0	0	0
165	铁锚	1	0	0	0	0	5	0	-3	0	0	0	3	0	0	0
166	I国三联381毫米炮	1	4	24	0	0	0	2	0	-1	0	0	0	0	0	0
167	I国三联320毫米炮	1	3	15	0	0	0	0	0	3	0	0	0	0	0	0
168	I国双联120毫米炮	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0
169	普列塞水下防护系统	1	0	0	0	0	8	0	1	0	0	0	0	0	0	0
170	意式餐具套装	1	0	0	0	0	0	0	0	3	0	-3	3	0	0	0
171	萤火虫	1	0	0	0	6	0	7	0	0	2	0	0	0	5	0
172	E国单装6英寸炮	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0
173	F国双联203毫米潜艇主炮	1	2	7	0	0	0	0	2	0	0	0	0	0	0	0
174	F国旋转鱼雷发射器	1	0	0	5	0	0	0	3	0	0	0	0	0	0	0
175	对空喷进炮	1	1	0	0	0	0	5	3	0	0	0	0	0.3	0	0
176	海喷火MKXV	1	0	0	0	0	0	9	1	1	0	0	0	0	5	0
177	S国三联180毫米炮	1	3	8	0	0	0	0	0	0	0	0	0	0	0	0
178	雷达告警装置	1	0	0	0	0	0	0	5	0	0	2	1	0	0	0
179	极密货物	1	0	0	0	0	0	0	-3	0	0	0	-1	0	0	0
180	Бе-4舰载侦察机	1	0	0	0	2	0	1	0	1	3	5	0	0	5	0
181	凶猛的大老虎	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0
182	“奥斯卡”	1	0	0	0	0	0	0	0	5	0	3	-1	0	0	0
183	“生姜&鱼饼”	1	0	0	0	0	3	0	0	0	0	0	3	0	0	0
184	SBD(麦克拉斯基队)	1	0	0	0	12	0	0	0	2	3	5	0	0	5	0
185	F2A(萨奇队)	1	0	0	0	0	0	10	6	2	0	0	0	0	5	0
186	一袋土豆	1	0	0	0	0	0	0	0	0	3	0	3	0	0	0
187	雅克-1B(莉莉娅机)	1	0	0	0	0	0	12	0	2	0	0	3	0	5	0
188	伊-16(哲生机)	1	0	0	0	0	0	10	3	2	0	0	2	0	4	0
189	霍克3(志航机)	1	0	0	0	0	0	9	2	3	0	0	1	0	4	0
190	SBD(百思特机)	1	0	0	0	10	0	0	0	5	3	0	1	0	5	0
191	U国三联8英寸炮(重弹)	1	2	10	0	0	0	0	0	2	0	0	0	0	0	0
192	E国MK.III型三联16英寸炮	1	3	24	0	0	0	0	0	1	0	0	0	0	0	0
193	E国单装12英寸潜艇主炮	1	2	9	0	0	0	0	2	0	0	0	0	0	0	0
194	五联533毫米鱼雷（MK17）	1	0	0	8	0	0	0	0	2	0	0	0	0	0	0
195	U国双联16英寸炮（改）	1	3	22	0	0	0	0	0	1	0	0	0	0	0	0
196	剑鱼（810中队）	1	0	0	10	0	0	0	0	5	5	0	0	0	5	0
197	食蚜蝇直升机	1	0	0	0	0	0	0	0	0	3	2	1	0	5	0
198	FI-265	1	0	0	0	0	0	0	0	0	5	1	1	0	5	0
199	275火控雷达	1	0	0	0	0	0	7	0	6	0	0	0	0.5	0	0
200	联络电台	1	0	0	0	0	0	5	0	0	0	-1	0	0.75	0	0
201	梳妆台	1	0	0	0	0	3	0	0	3	0	0	0	0	0	0
202	冈格尼尔	1	0	3	0	0	3	0	-3	0	0	0	3	0	0	0
203	高脚柜炸弹	1	0	0	0	0	0	0	-3	-3	0	0	0	0	0	0
204	J国暂称20.3厘米连装炮3号炮	1	2	9	0	0	0	3	0	2	0	0	0	0	0	0
205	E国双联4.5英寸炮（MK.VI型）	1	1	3	0	0	0	6	0	0	0	0	0	0	0	0
206	F国双联155毫米炮	1	2	5	0	0	0	0	0	1	0	0	0	0	0	0
207	FM-2	1	0	0	0	0	0	6	0	0	5	0	0	0	5	0
208	S国单装305毫米无后座力炮	1	2	10	0	0	0	0	-3	-3	0	0	-3	0	0	0
209	紫云	1	0	0	0	0	0	0	2	0	3	8	0	0	5	0
210	J国15.5厘米三联主炮	1	2	6	0	0	0	3	0	1	0	0	0	0	0	0
211	景云改	1	0	0	0	13	0	0	0	0	0	0	0	0	6	0
212	TBM-3	1	0	0	7	0	0	0	0	0	10	0	0	0	5	0
213	MK.16鱼雷（潜艇）	1	0	0	15	0	0	0	0	3	0	0	0	0	0	0
214	飞龙	1	0	0	0	12	0	0	0	0	3	0	0	0	7	0
215	贝阿朵莉丝·鱼饼	1	0	0	0	0	0	0	0	0	0	0	-3	0	0	0
216	贝尔麦坎·三世	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0
217	P-39（波克雷什金机）	1	0	2	0	0	0	13	0	5	0	0	0	0	5	0
218	F4U（波音顿机）	1	0	0	0	0	0	12	3	3	0	0	0	0	5	0
219	SB2U（弗莱明机）	1	0	0	0	10	0	0	3	2	3	0	1	0	5	0
220	BF-109E（加兰德机）	1	0	0	0	0	0	12	0	3	0	0	3	0	5	0
221	LA-7（阔日杜布机）	1	0	0	0	0	0	13	2	0	0	0	3	0	5	0
222	G国双联533毫米炮	1	4	32	0	0	0	0	-3	0	0	0	0	0	0	0
223	F国四联37毫米高炮	1	0	2	0	0	0	9	0	3	0	0	0	0.45	0	0
224	U国双联18英寸炮	1	4	28	0	0	0	0	0	1	0	0	0	0	0	0
225	72厘米三连装鱼雷	1	0	0	15	0	0	0	0	0	0	0	0	0	0	0
226	J国试制48厘米连装炮	1	4	27	0	0	0	5	0	0	0	0	0	0.25	0	0
227	三联550毫米氧气鱼雷	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0
228	豪华木家具	1	0	0	0	0	3	0	-1	0	0	0	3	0	0	0
229	G7eT10线导鱼雷(潜艇)	1	0	0	12	0	0	0	3	6	0	0	0	0	0	0
230	A-2	1	0	0	0	21	0	0	0	0	5	0	0	0	15	0
231	Z字旗	1	0	3	0	3	3	3	3	3	3	3	3	0	0	0
232	早期型U国三联16英寸炮（MK7）	1	4	25	0	0	0	0	0	3	0	0	0	0	0	0
