34	摩耶	1	45	35	2	4	60	59	50	57	86	75	0	48	10	100	100	6	1	1	3	1	0	1	1
35	鸟海	1	45	35	2	4	60	59	50	48	86	75	0	48	10	100	100	6	1	1	3	1	0	1	1
36	希佩尔海军上将	1	52	32.5	2	4	56	55	48	52	86	70	0	49	15	100	100	9	2	2	3	2	0	1	1
37	布吕歇尔	1	52	32.5	2	4	56	55	48	52	86	70	0	49	15	100	100	9	2	2	3	2	0	1	1
38	欧根亲王	1	54	32	2	4	56	55	51	52	88	70	0	49	25	100	100	9	2	2	3	2	0	1	1
39	威奇塔	1	36	33	2	4	63	0	50	88	87	71	0	49	20	100	100	6	1	1	3	1	0	1	1
40	昆西	1	43	32.7	2	4	63	0	52	65	86	71	0	50	12	100	100	6	1	1	3	1	0	1	1
41	天龙	1	23	33	2	4	36	58	27	38	85	70	58	17	17	100	100	0	0	0	0	0	0	1	1
42	龙田	1	23	33	2	4	36	58	27	38	85	70	58	17	17	100	100	0	0	0	0	0	0	1	1
43	北上	1	25	36	2	4	40	64	30	43	85	71	59	18	15	100	100	0	0	0	0	0	0	1	1
44	大井	1	25	36	2	4	40	64	31	43	85	72	59	18	17	100	100	0	0	0	0	0	0	1	1
45	五十铃	1	25	36	2	4	39	64	30	43	85	72	80	18	12	100	100	3	0	0	3	0	0	1	1
46	夕张	1	19	35.5	2	4	42	60	30	40	86	77	53	16	12	100	100	0	0	0	0	0	0	1	1
47	柯尼斯堡	1	33	32.5	2	4	46	60	38	47	85	66	66	19	15	100	100	6	1	1	3	1	0	1	1
48	卡尔斯鲁厄	1	33	32.5	2	4	46	60	38	47	85	66	66	19	15	100	100	6	1	1	3	1	0	1	1
49	科隆	1	33	32.5	2	4	46	60	38	47	85	66	66	19	18	100	100	6	1	1	3	1	0	1	1
50	天狼星	1	28	32	2	4	52	50	46	92	87	66	80	21	20	100	100	0	0	0	0	0	0	1	1
51	林仙	1	24	32	2	4	42	50	34	58	85	65	68	19	15	100	100	6	1	1	3	1	0	1	1
52	加拉蒂亚	1	24	32	2	4	42	50	34	58	85	65	68	19	15	100	100	6	1	1	3	1	0	1	1
53	佩内洛珀	1	24	32	2	4	42	50	35	58	85	65	68	19	15	100	100	6	1	1	3	1	0	1	1
54	曙光女神	1	24	32	2	4	42	50	35	58	85	65	68	19	16	100	100	6	1	1	3	1	0	1	1
55	奥马哈	1	28	35	2	4	45	58	35	60	85	67	58	18	20	100	100	6	1	1	3	1	0	1	1
56	亚特兰大	1	27	33.6	2	4	54	0	44	98	85	66	80	22	10	100	100	0	0	0	0	0	0	1	1
57	朱诺	1	27	33.6	2	4	54	0	44	98	85	66	80	22	5	100	100	0	0	0	0	0	0	1	1
58	布鲁克林	1	33	31.5	2	4	62	0	52	82	85	66	65	22	15	100	100	12	3	3	3	3	0	1	1
59	海伦娜	1	33	31.5	2	4	62	0	54	85	86	66	65	22	15	100	100	12	3	3	3	3	0	1	1
60	宁海	1	20	23.2	2	4	41	56	33	46	86	59	60	18	20	100	100	3	0	0	3	0	0	1	1
61	平海	1	20	21.3	2	4	41	56	33	42	86	57	60	18	20	100	100	0	0	0	0	0	0	1	1
62	罗伯茨	1	28	12.2	3	4	56	0	52	54	82	40	0	20	20	100	100	0	0	0	0	0	0	1	1
63	阿贝克隆比	1	28	12.2	3	4	56	0	52	54	82	40	0	20	18	100	100	0	0	0	0	0	0	1	1
64	吹雪	1	15	37	1	4	30	77	20	40	82	80	50	15	17	100	100	0	0	0	0	0	0	1	1
65	白雪	1	15	37	1	4	30	77	20	40	82	80	50	15	10	100	100	0	0	0	0	0	0	1	1
66	初雪	1	15	37	1	4	30	77	20	40	82	80	50	15	10	100	100	0	0	0	0	0	0	1	1
67	深雪	1	15	37	1	4	30	77	20	40	82	80	50	15	10	100	100	0	0	0	0	0	0	1	1
68	晓	1	15	38	1	4	30	77	21	42	82	82	50	15	12	100	100	0	0	0	0	0	0	1	1
69	响	1	15	38	1	4	30	77	21	42	82	82	50	15	10	100	100	0	0	0	0	0	0	1	1
70	雷	1	15	38	1	4	30	77	21	42	82	82	50	15	12	100	100	0	0	0	0	0	0	1	1
71	电	1	15	38	1	4	30	77	21	42	82	82	50	15	10	100	100	0	0	0	0	0	0	1	1
72	绫波	1	15	38	1	4	30	77	20	42	82	81	50	15	10	100	100	0	0	0	0	0	0	1	1
73	敷波	1	15	38	1	4	30	77	20	42	82	81	50	15	10	100	100	0	0	0	0	0	0	1	1
74	Z1	1	18	38.2	1	4	28	74	23	41	82	78	52	16	15	100	100	0	0	0	0	0	0	1	1
75	Z16	1	18	38.2	1	4	28	74	23	41	82	78	52	16	10	100	100	0	0	0	0	0	0	1	1
76	Z21	1	20	38.5	1	4	33	74	25	42	82	78	52	16	10	100	100	0	0	0	0	0	0	1	1
77	Z22	1	20	38.5	1	4	33	74	25	42	82	78	52	16	10	100	100	0	0	0	0	0	0	1	1
78	Z24	1	21	36	1	4	33	74	25	41	82	76	52	16	10	100	100	0	0	0	0	0	0	1	1
79	Z28	1	21	36	1	4	33	74	25	41	82	76	52	16	10	100	100	0	0	0	0	0	0	1	1
80	Z31	1	22	36	1	4	33	74	26	41	82	76	52	16	10	100	100	0	0	0	0	0	0	1	1
81	紫石英	1	13	20	1	4	28	55	19	42	82	73	65	14	13	100	100	0	0	0	0	0	0	1	1
82	萤火虫	1	14	36	1	4	27	68	20	45	82	76	58	15	8	100	100	0	0	0	0	0	0	1	1
83	标枪	1	14	36	1	4	29	70	20	45	82	76	58	15	15	100	100	0	0	0	0	0	0	1	1
84	天后	1	14	36	1	4	29	70	20	45	82	76	58	15	10	100	100	0	0	0	0	0	0	1	1
85	黑背豺	1	14	36	1	4	29	70	20	45	82	76	58	15	10	100	100	0	0	0	0	0	0	1	1
86	哥萨克人	1	17	35.5	1	4	33	62	22	45	82	76	56	15	10	100	100	0	0	0	0	0	0	1	1
87	爱斯基摩人	1	17	35.5	1	4	33	62	22	45	82	76	56	15	15	100	100	0	0	0	0	0	0	1	1
88	旁遮普人	1	17	35.5	1	4	33	62	22	45	82	76	56	15	8	100	100	0	0	0	0	0	0	1	1
89	弗莱彻	1	17	37	1	4	28	70	22	54	82	77	55	16	22	100	100	0	0	0	0	0	0	1	1
90	卡辛杨	1	17	37	1	4	28	70	22	54	82	77	55	16	22	100	100	0	0	0	0	0	0	1	1
91	安东尼	1	17	37	1	4	28	70	22	54	82	77	55	16	20	100	100	0	0	0	0	0	0	1	1
92	布雷恩	1	17	37	1	4	28	70	22	54	82	77	55	16	20	100	100	0	0	0	0	0	0	1	1
93	基林	1	20	35	1	4	30	70	23	58	82	72	60	16	20	100	100	0	0	0	0	0	0	1	1
94	基阿特	1	20	35	1	4	30	70	23	58	82	72	60	16	25	100	100	0	0	0	0	0	0	1	1
95	弗兰克·诺克斯	1	20	35	1	4	30	70	23	58	82	72	60	16	22	100	100	0	0	0	0	0	0	1	1
96	鲍尔	1	20	35	1	4	30	70	23	58	82	72	60	16	23	100	100	0	0	0	0	0	0	1	1
97	果敢	1	18	39	1	4	32	62	23	50	83	79	54	15	25	100	100	0	0	0	0	0	0	1	1
98	沃克兰	1	20	40	1	4	32	72	20	40	82	80	60	16	10	100	100	0	0	0	0	0	0	1	1
99	空想	1	22	42	1	4	32	75	22	45	84	90	70	18	10	100	100	0	0	0	0	0	0	1	1
100	狮	1	81	28.25	3	4	110	0	105	85	92	48	0	40	10	100	100	8	2	2	2	2	0	1	1
101	长门	1	76	25	3	4	102	0	90	61	90	44	0	37	20	100	100	12	3	3	3	3	0	1	1
102	陆奥	1	76	25	3	4	102	0	90	58	90	44	0	37	3	100	100	12	3	3	3	3	0	1	1
103	皇家橡树	1	68	21	3	4	88	0	86	60	89	35	0	35	5	100	100	0	0	0	0	0	0	1	1
104	厌战	1	69	24.5	3	4	89	0	87	75	90	38	0	37	33	100	100	12	3	3	3	3	0	1	1
105	前卫	1	85	30	3	4	90	0	96	105	91	47	0	43	15	100	100	0	0	0	0	0	0	1	1
106	田纳西	1	70	21	3	4	94	0	90	63	89	35	0	37	28	100	100	12	3	3	3	3	0	1	1
107	加利福尼亚	1	70	21	3	4	94	0	90	65	89	35	0	37	20	100	100	12	3	3	3	3	0	1	1
108	科罗拉多	1	77	21	3	4	100	0	91	65	90	36	0	37	22	100	100	16	4	4	4	4	0	1	1
109	马里兰	1	77	21	3	4	100	0	91	65	90	36	0	37	24	100	100	16	4	4	4	4	0	1	1
110	西弗吉尼亚	1	77	21	3	4	100	0	91	65	90	36	0	37	26	100	100	16	4	4	4	4	0	1	1
111	华盛顿	1	74	28	3	4	108	0	92	90	91	55	0	43	30	100	100	12	3	3	3	3	0	1	1
112	维内托	1	75	31	3	4	101	0	98	62	91	48	0	39	17	100	100	12	3	3	3	3	0	1	1
113	黎塞留	1	78	32	3	4	96	0	102	60	91	49	0	38	23	100	100	12	3	3	3	3	0	1	1
114	沙恩霍斯特	1	72	31.5	3	4	81	0	85	55	90	60	0	40	16	100	100	12	3	3	3	3	0	1	1
115	格奈森瑙	1	72	31.5	3	4	81	0	85	55	90	60	0	40	10	100	100	12	3	3	3	3	0	1	1
116	戈本	1	59	27	3	4	73	0	60	45	91	47	0	35	45	100	100	0	0	0	0	0	0	1	1
117	大凤	1	67	33	1	4	40	0	85	72	81	53	0	72	3	100	100	60	15	15	15	15	0	1	1
118	齐柏林伯爵	1	52	35	1	4	35	0	58	66	90	52	0	63	6	100	100	48	12	12	12	12	0	1	1
119	皇家方舟	1	48	31	1	4	40	0	61	77	91	49	0	65	15	100	100	72	18	18	18	18	0	1	1
120	约克城	1	50	32.5	1	4	40	0	55	68	90	50	0	63	12	100	100	75	18	18	21	18	0	1	1
121	企业	1	50	32.5	1	4	45	0	55	70	91	50	0	70	55	100	100	75	18	18	21	18	0	1	1
122	龙骧	1	33	28	1	4	25	0	33	49	85	48	0	59	9	100	100	40	10	10	10	10	0	1	1
123	博格	1	35	16.5	1	4	20	0	27	63	84	35	0	61	15	100	100	28	7	7	7	7	0	1	1
124	追赶者	1	35	16.5	1	4	20	0	27	63	85	35	15	61	30	100	100	28	7	7	7	7	0	1	1
125	巨像	1	40	25	1	4	20	0	38	70	84	42	0	63	22	100	100	40	10	10	10	10	0	1	1
126	普林斯顿	1	36	31	1	4	20	0	40	65	84	48	0	64	10	100	100	35	8	8	11	8	0	1	1
127	独角兽	1	43	24	1	4	20	0	42	72	84	41	0	61	21	100	100	35	8	8	11	8	0	1	1
128	德意志	1	55	27.5	3	4	68	42	50	50	89	55	0	38	13	100	100	6	1	1	3	1	0	1	1
129	舍尔海军上将	1	55	27.5	3	4	68	42	50	50	89	55	0	38	15	100	100	6	1	1	3	1	0	1	1
130	斯佩伯爵海军上将	1	57	27.5	3	4	68	42	50	52	90	55	0	39	8	100	100	6	1	1	3	1	0	1	1
131	古鹰	1	36	35	2	4	48	51	41	46	86	73	0	45	10	100	100	6	1	1	3	1	0	1	1
132	加古	1	36	35	2	4	48	51	41	46	86	73	0	45	15	100	100	6	1	1	3	1	0	1	1
133	青叶	1	37	35	2	4	48	51	42	46	86	73	0	46	20	100	100	6	1	1	3	1	0	1	1
134	衣笠	1	37	35	2	4	48	51	42	46	86	73	0	46	15	100	100	6	1	1	3	1	0	1	1
135	伦敦	1	50	32.5	2	4	55	53	41	66	86	71	0	50	13	100	100	6	1	1	3	1	0	1	1
136	肯特	1	49	32.5	2	4	54	45	40	65	86	70	0	49	15	100	100	6	1	1	3	1	0	1	1
137	波特兰	1	49	32.7	2	4	63	0	53	68	86	71	0	51	20	100	100	6	1	1	3	1	0	1	1
138	印第安纳波利斯	1	49	32.7	2	4	63	0	53	78	87	71	0	51	10	100	100	6	1	1	3	1	0	1	1
139	彭萨科拉	1	47	32.5	2	4	65	0	53	66	86	70	0	51	16	100	100	6	1	1	3	1	0	1	1
140	盐湖城	1	47	32.5	2	4	65	0	53	66	86	70	0	51	15	100	100	6	1	1	3	1	0	1	1
141	北安普顿	1	45	32.5	2	4	63	0	53	68	86	71	0	51	15	100	100	6	1	1	3	1	0	1	1
142	休斯顿	1	45	32.5	2	4	63	0	53	68	86	71	0	51	15	100	100	6	1	1	3	1	0	1	1
143	新奥尔良	1	43	32.7	2	4	63	0	52	65	86	71	0	50	12	100	100	6	1	1	3	1	0	1	1
144	基洛夫	1	29	36	2	4	55	50	46	54	86	73	60	20	27	100	100	6	1	1	3	1	0	1	1
145	川内	1	25	35.2	2	4	40	66	30	43	85	71	60	18	10	100	100	6	1	1	3	1	0	1	1
148	M计划	1	33	36	2	4	49	53	43	46	87	71	64	19	5	100	100	6	1	1	3	1	0	1	1
149	埃姆登	1	30	29	2	4	42	44	38	46	85	61	64	18	20	100	100	0	0	0	0	0	0	1	1
150	翡翠	1	30	33	2	4	42	64	35	55	85	65	70	20	20	100	100	6	1	1	3	1	0	1	1
151	进取	1	30	33	2	4	43	64	35	55	85	65	70	20	22	100	100	6	1	1	3	1	0	1	1
152	爱丁堡	1	35	33	2	4	52	50	50	70	86	65	60	20	13	100	100	6	1	1	3	1	0	1	1
153	贝尔法斯特	1	35	33	2	4	52	50	50	70	87	65	60	20	40	100	100	6	1	1	3	1	0	1	1
155	光荣	1	52	32	3	4	67	0	43	48	89	60	0	39	9	100	100	0	0	0	0	0	0	1	1
157	圣地亚哥	1	27	33.6	2	4	54	0	44	98	86	66	80	22	40	100	100	0	0	0	0	0	0	1	1
158	圣胡安	1	27	33.6	2	4	54	0	44	98	85	66	80	22	15	100	100	0	0	0	0	0	0	1	1
161	德·鲁伊特	1	28	33	2	4	49	0	40	55	85	67	70	18	10	100	100	6	1	1	3	1	0	1	1
162	逸仙	1	18	20	2	4	37	50	30	50	86	56	65	18	35	100	100	0	0	0	0	0	0	1	1
164	秋月	1	19	33	1	4	33	68	22	58	82	76	53	17	10	100	100	0	0	0	0	0	0	1	1
165	凉月	1	19	34	1	4	33	68	22	58	82	77	53	17	10	100	100	0	0	0	0	0	0	1	1
166	阳炎	1	16	34	1	4	30	74	21	41	82	77	51	16	12	100	100	0	0	0	0	0	0	1	1
167	不知火	1	16	34	1	4	30	74	21	41	82	77	51	16	10	100	100	0	0	0	0	0	0	1	1
168	黑潮	1	16	34	1	4	30	74	21	41	82	77	51	16	10	100	100	0	0	0	0	0	0	1	1
169	雪风	1	16	38.2	1	4	30	74	21	50	84	85	51	16	75	100	100	0	0	0	0	0	0	1	1
172	热心	1	14	35	1	4	27	74	21	45	82	75	58	16	10	100	100	0	0	0	0	0	0	1	1
173	阿卡司塔	1	14	35	1	4	27	76	21	45	82	75	58	16	10	100	100	0	0	0	0	0	0	1	1
174	索玛雷兹	1	14	36	1	4	28	72	22	52	83	76	60	15	25	100	100	0	0	0	0	0	0	1	1
175	维纳斯	1	14	37	1	4	28	71	22	52	82	78	60	15	20	100	100	0	0	0	0	0	0	1	1
176	军团	1	15	36	1	4	32	70	23	57	82	76	58	15	15	100	100	0	0	0	0	0	0	1	1
177	撒切尔	1	17	37	1	4	28	70	22	54	82	77	55	16	15	100	100	0	0	0	0	0	0	1	1
178	沙利文	1	17	37	1	4	28	70	22	54	82	77	55	16	32	100	100	0	0	0	0	0	0	1	1
179	西格斯比	1	17	37	1	4	28	70	22	54	82	77	55	16	20	100	100	0	0	0	0	0	0	1	1
180	奥班农	1	17	37	1	4	28	70	22	54	84	85	75	16	52	100	100	0	0	0	0	0	0	1	1
181	威廉·D·波特	1	17	37	1	4	28	70	22	58	84	80	55	1	2	100	100	0	0	0	0	0	0	1	1
182	波特	1	18	38.5	1	4	40	74	23	45	82	77	55	16	10	100	100	0	0	0	0	0	0	1	1
183	拉菲	1	22	38.5	1	4	30	70	30	60	83	76	62	17	45	100	100	0	0	0	0	0	0	1	1
185	卡米契亚·内拉	1	18	38	1	4	29	68	22	41	83	79	58	15	20	100	100	0	0	0	0	0	0	1	1
186	阿维埃尔	1	18	38	1	4	29	68	22	41	83	79	58	15	15	100	100	0	0	0	0	0	0	1	1
187	安东尼奥·达诺利	1	20	39	1	4	30	68	22	41	83	80	52	15	5	100	100	0	0	0	0	0	0	1	1
188	乌戈里尼·维瓦尔迪	1	20	39	1	4	30	68	22	41	83	80	52	15	5	100	100	0	0	0	0	0	0	1	1
192	塔什干	1	24	42.7	1	4	33	75	23	46	84	85	50	15	16	100	100	0	0	0	0	0	0	1	1
193	恩格斯	1	13	35.5	1	4	40	68	20	39	83	76	54	15	5	100	100	0	0	0	0	0	0	1	1
194	大青花鱼	1	12	21	1	4	24	74	25	0	91	40	0	42	25	100	100	0	0	0	0	0	0	1	1
195	射水鱼	1	12	21	1	4	24	74	25	0	91	40	0	42	27	100	100	0	0	0	0	0	0	1	1
196	M1	1	12	15	1	4	50	58	25	0	85	35	0	40	5	100	100	0	0	0	0	0	0	1	1
197	U47	1	10	18	1	4	23	72	24	0	90	38	0	43	20	100	100	0	0	0	0	0	0	1	1
198	U505	1	12	18	1	4	24	72	25	0	91	38	0	42	9	100	100	0	0	0	0	0	0	1	1
199	絮库夫	1	20	18.5	1	4	46	62	27	0	85	39	0	42	9	100	100	6	1	1	3	1	0	1	1
203	伊丽莎白女王	1	69	25	3	4	89	0	86	55	89	39	0	36	10	100	100	12	3	3	3	3	0	1	1
206	北卡罗来纳	1	74	28	3	4	108	0	92	90	91	45	0	43	25	100	100	12	3	3	3	3	0	1	1
207	南达科他	1	75	27.5	3	4	108	0	100	93	91	44	0	42	13	100	100	12	3	3	3	3	0	1	1
209	密苏里	1	84	33	3	4	116	0	102	108	97	50	0	45	24	100	100	12	3	3	3	3	0	1	1
219	瑞鹤	1	62	34.2	1	4	40	0	58	66	91	60	0	70	40	100	100	75	18	18	21	18	0	1	1
220	翔鹤	1	62	34.2	1	4	40	0	58	66	91	55	0	69	10	100	100	75	18	18	21	18	0	1	1
221	飞龙	1	48	34.5	1	4	40	0	52	60	90	55	0	63	13	100	100	63	15	15	18	15	0	1	1
222	苍龙	1	46	34.5	1	4	35	0	50	55	90	55	0	67	10	100	100	63	15	15	18	15	0	1	1
225	黄蜂	1	37	29.5	1	4	35	0	45	65	90	47	0	65	9	100	100	70	17	17	19	17	0	1	1
226	埃塞克斯	1	60	33	1	4	40	0	60	90	91	50	0	75	20	100	100	90	22	22	24	22	0	1	1
227	飞鹰	1	55	25.5	1	4	20	0	36	52	84	45	0	59	13	100	100	48	12	12	12	12	0	1	1
228	隼鹰	1	55	25.5	1	4	20	0	36	52	84	45	0	59	20	100	100	48	12	12	12	12	0	1	1
229	凤翔	1	27	25	1	4	20	0	29	45	84	40	0	55	25	100	100	20	5	5	5	5	0	1	1
233	最上	1	42	35	2	4	61	60	48	48	87	75	0	48	9	100	100	9	2	2	3	2	0	1	1
234	三隈	1	42	35	2	4	61	60	48	48	87	75	0	48	6	100	100	9	2	2	3	2	0	1	1
235	铃谷	1	42	35	2	4	61	60	48	48	87	75	0	48	5	100	100	9	2	2	3	2	0	1	1
236	熊野	1	42	35	2	4	61	60	48	48	87	75	0	48	5	100	100	9	2	2	3	2	0	1	1
237	萨福克	1	49	32.5	2	4	54	45	41	66	86	70	0	48	15	100	100	6	1	1	3	1	0	1	1
238	约克	1	33	32	2	4	58	47	44	68	86	70	0	49	10	100	100	6	1	1	3	1	0	1	1
239	埃克赛特	1	33	32	2	4	58	47	44	68	86	70	0	49	10	100	100	6	1	1	3	1	0	1	1
241	巴尔的摩	1	52	33	2	4	68	0	56	90	88	71	0	53	17	100	100	6	1	1	3	1	0	1	1
247	香取	1	23	18	2	4	38	50	27	46	85	50	70	19	10	100	100	6	1	1	3	1	0	1	1
248	大淀	1	32	35.3	2	4	50	0	50	63	87	70	68	30	15	100	100	18	4	4	6	4	0	1	1
249	莱比锡	1	35	32	2	4	50	60	46	49	85	65	66	19	17	100	100	6	1	1	3	1	0	1	1
253	应瑞	1	23	20	2	4	39	50	36	40	85	50	60	17	15	100	100	0	0	0	0	0	0	1	1
254	肇和	1	24	20	2	4	39	50	36	40	85	50	60	17	15	100	100	0	0	0	0	0	0	1	1
260	睦月	1	13	37	1	4	27	68	20	38	82	80	46	14	12	100	100	0	0	0	0	0	0	1	1
261	白露	1	15	34	1	4	29	74	20	40	82	78	51	15	15	100	100	0	0	0	0	0	0	1	1
265	岚	1	16	34	1	4	30	74	21	41	83	77	54	16	9	100	100	0	0	0	0	0	0	1	1
267	岛风	1	20	40	1	4	30	95	22	43	84	90	51	18	10	100	100	0	0	0	0	0	0	1	1
269	Z17	1	19	38.5	1	4	28	74	24	41	82	78	52	16	7	100	100	0	0	0	0	0	0	1	1
270	Z18	1	19	38.5	1	4	28	74	24	41	82	78	52	16	7	100	100	0	0	0	0	0	0	1	1
271	吸血鬼	1	14	34	1	4	28	68	20	45	82	74	62	15	10	100	100	0	0	0	0	0	0	1	1
272	海达人	1	17	35.5	1	4	33	62	22	45	82	76	56	15	35	100	100	0	0	0	0	0	0	1	1
275	康弗斯	1	17	37	1	4	28	70	22	54	82	77	55	16	22	100	100	0	0	0	0	0	0	1	1
276	戴森	1	17	37	1	4	28	70	22	54	82	77	55	16	22	100	100	0	0	0	0	0	0	1	1
277	克拉克斯顿	1	17	37	1	4	28	70	22	54	82	77	55	16	19	100	100	0	0	0	0	0	0	1	1
289	U81	1	10	18	1	4	23	72	24	0	90	38	0	43	15	100	100	0	0	0	0	0	0	1	1
298	苏赫巴托尔	1	10	15	1	4	29	0	13	35	85	90	0	15	50	100	100	0	0	0	0	0	0	1	1
301	马汉	1	16	37	1	4	29	74	22	39	82	77	55	16	7	100	100	0	0	0	0	0	0	1	1
302	圣路易斯	1	33	31.5	2	4	62	0	54	85	86	66	65	22	25	100	100	12	3	3	3	3	0	1	1
303	奥丁	1	12	18	1	4	30	0	15	39	82	93	0	16	30	100	100	2	0	0	2	0	0	1	1
304	圣女贞德	1	29	25	2	4	44	48	35	52	82	55	66	18	23	100	100	6	1	1	3	1	0	1	1
306	巴夫勒尔	1	18	35.8	1	4	30	73	23	63	82	76	64	16	15	100	100	0	0	0	0	0	0	1	1
307	女灶神	1	40	16	1	4	28	0	22	45	82	71	0	16	25	100	100	0	0	0	0	0	0	1	1
1001	胡德改	1	80	32	3	4	103	0	87	85	97	65	0	43	8	100	100	12	3	3	3	3	1	2.88	5.4
1004	伊势改	1	79	24.5	3	4	84	0	87	73	95	49	0	45	15	100	100	24	6	6	6	6	4	1	1
1005	日向改	1	79	24.5	3	4	84	0	87	73	95	49	0	45	15	100	100	24	6	6	6	6	5	1	1
1006	俾斯麦改	1	100	30.8	3	4	102	0	100	67	97	53	0	47	18	100	100	16	4	4	4	4	6	4.2	8.8
1007	提尔比茨改	1	101	30	3	4	102	30	100	69	97	53	0	47	16	100	100	16	4	4	4	4	7	4.2	8.8
1008	纳尔逊改	1	77	23.5	3	4	109	0	102	77	96	46	0	41	20	100	100	0	0	0	0	0	8	3.2	6
1009	罗德尼改	1	76	23.5	3	4	109	0	102	77	96	46	0	41	20	100	100	8	2	2	2	2	8	3.2	6
1010	威尔士亲王改	1	79	29	3	4	100	0	100	92	97	53	0	43	10	100	100	16	4	4	4	4	10	1	1
1011	内华达改	1	72	21	3	4	90	0	93	97	95	42	0	40	30	100	100	12	3	3	3	3	11	1	1
1012	俄克拉荷马改	1	72	21	3	4	90	0	93	97	95	42	0	40	10	100	100	12	3	3	3	3	12	1	1
1013	安德烈亚·多利亚改	1	64	27	3	4	89	0	89	70	97	60	0	38	20	100	100	12	3	3	3	3	13	1	1
1018	声望改	1	70	31.5	3	4	93	0	80	97	96	68	0	42	35	100	100	16	4	4	4	4	18	1	1
1019	反击改	1	70	31.5	3	4	88	0	78	75	95	71	0	39	12	100	100	16	4	4	4	4	19	1	1
1026	百眼巨人改	1	38	20.7	1	4	25	0	35	63	90	45	0	75	20	100	100	28	7	7	7	7	26	1	1
1027	兰利改	1	39	15	1	4	25	0	36	72	90	40	0	77	20	100	100	35	8	8	11	8	27	1	1
1028	突击者改	1	48	29.2	1	4	30	0	48	65	95	73	0	85	25	100	100	65	16	16	17	16	28	1	1
1029	列克星敦改	1	73	33.2	1	4	40	0	74	77	96	56	0	87	20	100	100	85	21	21	22	21	29	1	1
