28	突击者	1	38	29.2	1	4	30	0	40	55	45	0	65	25	100	100	50	12	12	14	12
29	列克星敦	1	63	33.2	1	4	35	0	65	67	50	0	67	20	100	100	80	20	20	20	20
30	萨拉托加	1	63	33.2	1	4	35	0	65	85	50	0	67	22	100	100	80	20	20	20	20
31	大黄蜂	1	52	32.5	1	4	40	0	57	72	50	0	63	10	100	100	75	18	18	21	18
32	高雄	1	45	35	2	4	60	59	50	48	75	0	48	10	100	100	6	1	1	3	1
33	爱宕	1	45	35	2	4	60	59	50	48	75	0	48	10	100	100	6	1	1	3	1
34	摩耶	1	45	35	2	4	60	59	50	57	75	0	48	10	100	100	6	1	1	3	1
35	鸟海	1	45	35	2	4	60	59	50	48	75	0	48	10	100	100	6	1	1	3	1
36	希佩尔海军上将	1	52	32.5	2	4	56	55	48	52	70	0	49	15	100	100	9	2	2	3	2
37	布吕歇尔	1	52	32.5	2	4	56	55	48	52	70	0	49	15	100	100	9	2	2	3	2
38	欧根亲王	1	54	32	2	4	56	55	51	52	70	0	49	25	100	100	9	2	2	3	2
39	威奇塔	1	36	33	2	4	63	0	50	88	71	0	49	20	100	100	6	1	1	3	1
40	昆西	1	43	32.7	2	4	63	0	52	65	71	0	50	12	100	100	6	1	1	3	1
41	天龙	1	23	33	2	4	36	58	27	38	70	58	17	17	100	100	0	0	0	0	0
42	龙田	1	23	33	2	4	36	58	27	38	70	58	17	17	100	100	0	0	0	0	0
43	北上	1	25	36	2	4	40	64	30	43	71	59	18	15	100	100	0	0	0	0	0
44	大井	1	25	36	2	4	40	64	31	43	72	59	18	17	100	100	0	0	0	0	0
45	五十铃	1	25	36	2	4	39	64	30	43	72	80	18	12	100	100	3	0	0	3	0
46	夕张	1	19	35.5	2	4	42	60	30	40	77	53	16	12	100	100	0	0	0	0	0
47	柯尼斯堡	1	33	32.5	2	4	46	60	38	47	66	66	19	15	100	100	6	1	1	3	1
48	卡尔斯鲁厄	1	33	32.5	2	4	46	60	38	47	66	66	19	15	100	100	6	1	1	3	1
49	科隆	1	33	32.5	2	4	46	60	38	47	66	66	19	18	100	100	6	1	1	3	1
50	天狼星	1	28	32	2	4	52	50	46	92	66	80	21	20	100	100	0	0	0	0	0
51	林仙	1	24	32	2	4	42	50	34	58	65	68	19	15	100	100	6	1	1	3	1
52	加拉蒂亚	1	24	32	2	4	42	50	34	58	65	68	19	15	100	100	6	1	1	3	1
53	佩内洛珀	1	24	32	2	4	42	50	35	58	65	68	19	15	100	100	6	1	1	3	1
54	曙光女神	1	24	32	2	4	42	50	35	58	65	68	19	16	100	100	6	1	1	3	1
55	奥马哈	1	28	35	2	4	45	58	35	60	67	58	18	20	100	100	6	1	1	3	1
56	亚特兰大	1	27	33.6	2	4	54	0	44	98	66	80	22	10	100	100	0	0	0	0	0
57	朱诺	1	27	33.6	2	4	54	0	44	98	66	80	22	5	100	100	0	0	0	0	0
58	布鲁克林	1	33	31.5	2	4	62	0	52	82	66	65	22	15	100	100	12	3	3	3	3
59	海伦娜	1	33	31.5	2	4	62	0	54	85	66	65	22	15	100	100	12	3	3	3	3
60	宁海	1	20	23.2	2	4	41	56	33	46	59	60	18	20	100	100	3	0	0	3	0
61	平海	1	20	21.3	2	4	41	56	33	42	57	60	18	20	100	100	0	0	0	0	0
62	罗伯茨	1	28	12.2	3	4	56	0	52	54	40	0	20	20	100	100	0	0	0	0	0
63	阿贝克隆比	1	28	12.2	3	4	56	0	52	54	40	0	20	18	100	100	0	0	0	0	0
64	吹雪	1	15	37	1	4	30	77	20	40	80	50	15	17	100	100	0	0	0	0	0
65	白雪	1	15	37	1	4	30	77	20	40	80	50	15	10	100	100	0	0	0	0	0
66	初雪	1	15	37	1	4	30	77	20	40	80	50	15	10	100	100	0	0	0	0	0
67	深雪	1	15	37	1	4	30	77	20	40	80	50	15	10	100	100	0	0	0	0	0
68	晓	1	15	38	1	4	30	77	21	42	82	50	15	12	100	100	0	0	0	0	0
69	响	1	15	38	1	4	30	77	21	42	82	50	15	10	100	100	0	0	0	0	0
70	雷	1	15	38	1	4	30	77	21	42	82	50	15	12	100	100	0	0	0	0	0
71	电	1	15	38	1	4	30	77	21	42	82	50	15	10	100	100	0	0	0	0	0
72	绫波	1	15	38	1	4	30	77	20	42	81	50	15	10	100	100	0	0	0	0	0
73	敷波	1	15	38	1	4	30	77	20	42	81	50	15	10	100	100	0	0	0	0	0
74	Z1	1	18	38.2	1	4	28	74	23	41	78	52	16	15	100	100	0	0	0	0	0
75	Z16	1	18	38.2	1	4	28	74	23	41	78	52	16	10	100	100	0	0	0	0	0
76	Z21	1	20	38.5	1	4	33	74	25	42	78	52	16	10	100	100	0	0	0	0	0
77	Z22	1	20	38.5	1	4	33	74	25	42	78	52	16	10	100	100	0	0	0	0	0
78	Z24	1	21	36	1	4	33	74	25	41	76	52	16	10	100	100	0	0	0	0	0
79	Z28	1	21	36	1	4	33	74	25	41	76	52	16	10	100	100	0	0	0	0	0
80	Z31	1	22	36	1	4	33	74	26	41	76	52	16	10	100	100	0	0	0	0	0
81	紫石英	1	13	20	1	4	28	55	19	42	73	65	14	13	100	100	0	0	0	0	0
82	萤火虫	1	14	36	1	4	27	68	20	45	76	58	15	8	100	100	0	0	0	0	0
83	标枪	1	14	36	1	4	29	70	20	45	76	58	15	15	100	100	0	0	0	0	0
84	天后	1	14	36	1	4	29	70	20	45	76	58	15	10	100	100	0	0	0	0	0
85	黑背豺	1	14	36	1	4	29	70	20	45	76	58	15	10	100	100	0	0	0	0	0
86	哥萨克人	1	17	35.5	1	4	33	62	22	45	76	56	15	10	100	100	0	0	0	0	0
87	爱斯基摩人	1	17	35.5	1	4	33	62	22	45	76	56	15	15	100	100	0	0	0	0	0
88	旁遮普人	1	17	35.5	1	4	33	62	22	45	76	56	15	8	100	100	0	0	0	0	0
89	弗莱彻	1	17	37	1	4	28	70	22	54	77	55	16	22	100	100	0	0	0	0	0
90	卡辛杨	1	17	37	1	4	28	70	22	54	77	55	16	22	100	100	0	0	0	0	0
91	安东尼	1	17	37	1	4	28	70	22	54	77	55	16	20	100	100	0	0	0	0	0
92	布雷恩	1	17	37	1	4	28	70	22	54	77	55	16	20	100	100	0	0	0	0	0
93	基林	1	20	35	1	4	30	70	23	58	72	60	16	20	100	100	0	0	0	0	0
94	基阿特	1	20	35	1	4	30	70	23	58	72	60	16	25	100	100	0	0	0	0	0
95	弗兰克·诺克斯	1	20	35	1	4	30	70	23	58	72	60	16	22	100	100	0	0	0	0	0
96	鲍尔	1	20	35	1	4	30	70	23	58	72	60	16	23	100	100	0	0	0	0	0
97	果敢	1	18	39	1	4	32	62	23	50	79	54	15	25	100	100	0	0	0	0	0
98	沃克兰	1	20	40	1	4	32	72	20	40	80	60	16	10	100	100	0	0	0	0	0
99	空想	1	22	42	1	4	32	75	22	45	90	70	18	10	100	100	0	0	0	0	0
100	狮	1	81	28.25	3	4	110	0	105	85	48	0	40	10	100	100	8	2	2	2	2
101	长门	1	76	25	3	4	102	0	90	61	44	0	37	20	100	100	12	3	3	3	3
102	陆奥	1	76	25	3	4	102	0	90	58	44	0	37	3	100	100	12	3	3	3	3
103	皇家橡树	1	68	21	3	4	88	0	86	60	35	0	35	5	100	100	0	0	0	0	0
104	厌战	1	69	24.5	3	4	89	0	87	75	38	0	37	33	100	100	12	3	3	3	3
105	前卫	1	85	30	3	4	90	0	96	105	47	0	43	15	100	100	0	0	0	0	0
106	田纳西	1	70	21	3	4	94	0	90	63	35	0	37	28	100	100	12	3	3	3	3
107	加利福尼亚	1	70	21	3	4	94	0	90	65	35	0	37	20	100	100	12	3	3	3	3
108	科罗拉多	1	77	21	3	4	100	0	91	65	36	0	37	22	100	100	16	4	4	4	4
109	马里兰	1	77	21	3	4	100	0	91	65	36	0	37	24	100	100	16	4	4	4	4
110	西弗吉尼亚	1	77	21	3	4	100	0	91	65	36	0	37	26	100	100	16	4	4	4	4
111	华盛顿	1	74	28	3	4	108	0	92	90	55	0	43	30	100	100	12	3	3	3	3
112	维内托	1	75	31	3	4	101	0	98	62	48	0	39	17	100	100	12	3	3	3	3
113	黎塞留	1	78	32	3	4	96	0	102	60	49	0	38	23	100	100	12	3	3	3	3
114	沙恩霍斯特	1	72	31.5	3	4	81	0	85	55	60	0	40	16	100	100	12	3	3	3	3
115	格奈森瑙	1	72	31.5	3	4	81	0	85	55	60	0	40	10	100	100	12	3	3	3	3
116	戈本	1	59	27	3	4	73	0	60	45	47	0	35	45	100	100	0	0	0	0	0
117	大凤	1	67	33	1	4	40	0	85	72	53	0	72	3	100	100	60	15	15	15	15
118	齐柏林伯爵	1	52	35	1	4	35	0	58	66	52	0	63	6	100	100	48	12	12	12	12
119	皇家方舟	1	48	31	1	4	40	0	61	77	49	0	65	15	100	100	72	18	18	18	18
120	约克城	1	50	32.5	1	4	40	0	55	68	50	0	63	12	100	100	75	18	18	21	18
121	企业	1	50	32.5	1	4	45	0	55	70	50	0	70	55	100	100	75	18	18	21	18
122	龙骧	1	33	28	1	4	25	0	33	49	48	0	59	9	100	100	40	10	10	10	10
123	博格	1	35	16.5	1	4	20	0	27	63	35	0	61	15	100	100	28	7	7	7	7
124	追赶者	1	35	16.5	1	4	20	0	27	63	35	15	61	30	100	100	28	7	7	7	7
125	巨像	1	40	25	1	4	20	0	38	70	42	0	63	22	100	100	40	10	10	10	10
126	普林斯顿	1	36	31	1	4	20	0	40	65	48	0	64	10	100	100	35	8	8	11	8
127	独角兽	1	43	24	1	4	20	0	42	72	41	0	61	21	100	100	35	8	8	11	8
128	德意志	1	55	27.5	3	4	68	42	50	50	55	0	38	13	100	100	6	1	1	3	1
129	舍尔海军上将	1	55	27.5	3	4	68	42	50	50	55	0	38	15	100	100	6	1	1	3	1
130	斯佩伯爵海军上将	1	57	27.5	3	4	68	42	50	52	55	0	39	8	100	100	6	1	1	3	1
131	古鹰	1	36	35	2	4	48	51	41	46	73	0	45	10	100	100	6	1	1	3	1
132	加古	1	36	35	2	4	48	51	41	46	73	0	45	15	100	100	6	1	1	3	1
133	青叶	1	37	35	2	4	48	51	42	46	73	0	46	20	100	100	6	1	1	3	1
134	衣笠	1	37	35	2	4	48	51	42	46	73	0	46	15	100	100	6	1	1	3	1
135	伦敦	1	50	32.5	2	4	55	53	41	66	71	0	50	13	100	100	6	1	1	3	1
136	肯特	1	49	32.5	2	4	54	45	40	65	70	0	49	15	100	100	6	1	1	3	1
137	波特兰	1	49	32.7	2	4	63	0	53	68	71	0	51	20	100	100	6	1	1	3	1
138	印第安纳波利斯	1	49	32.7	2	4	63	0	53	78	71	0	51	10	100	100	6	1	1	3	1
139	彭萨科拉	1	47	32.5	2	4	65	0	53	66	70	0	51	16	100	100	6	1	1	3	1
140	盐湖城	1	47	32.5	2	4	65	0	53	66	70	0	51	15	100	100	6	1	1	3	1
141	北安普顿	1	45	32.5	2	4	63	0	53	68	71	0	51	15	100	100	6	1	1	3	1
142	休斯顿	1	45	32.5	2	4	63	0	53	68	71	0	51	15	100	100	6	1	1	3	1
143	新奥尔良	1	43	32.7	2	4	63	0	52	65	71	0	50	12	100	100	6	1	1	3	1
144	基洛夫	1	29	36	2	4	55	50	46	54	73	60	20	27	100	100	6	1	1	3	1
145	川内	1	25	35.2	2	4	40	66	30	43	71	60	18	10	100	100	6	1	1	3	1
148	M计划	1	33	36	2	4	49	53	43	46	71	64	19	5	100	100	6	1	1	3	1
149	埃姆登	1	30	29	2	4	42	44	38	46	61	64	18	20	100	100	0	0	0	0	0
150	翡翠	1	30	33	2	4	42	64	35	55	65	70	20	20	100	100	6	1	1	3	1
151	进取	1	30	33	2	4	43	64	35	55	65	70	20	22	100	100	6	1	1	3	1
152	爱丁堡	1	35	33	2	4	52	50	50	70	65	60	20	13	100	100	6	1	1	3	1
153	贝尔法斯特	1	35	33	2	4	52	50	50	70	65	60	20	40	100	100	6	1	1	3	1
155	光荣	1	52	32	3	4	67	0	43	48	60	0	39	9	100	100	0	0	0	0	0
157	圣地亚哥	1	27	33.6	2	4	54	0	44	98	66	80	22	40	100	100	0	0	0	0	0
158	圣胡安	1	27	33.6	2	4	54	0	44	98	66	80	22	15	100	100	0	0	0	0	0
161	德·鲁伊特	1	28	33	2	4	49	0	40	55	67	70	18	10	100	100	6	1	1	3	1
162	逸仙	1	18	20	2	4	37	50	30	50	56	65	18	35	100	100	0	0	0	0	0
164	秋月	1	19	33	1	4	33	68	22	58	76	53	17	10	100	100	0	0	0	0	0
165	凉月	1	19	34	1	4	33	68	22	58	77	53	17	10	100	100	0	0	0	0	0
166	阳炎	1	16	34	1	4	30	74	21	41	77	51	16	12	100	100	0	0	0	0	0
167	不知火	1	16	34	1	4	30	74	21	41	77	51	16	10	100	100	0	0	0	0	0
168	黑潮	1	16	34	1	4	30	74	21	41	77	51	16	10	100	100	0	0	0	0	0
169	雪风	1	16	38.2	1	4	30	74	21	50	85	51	16	75	100	100	0	0	0	0	0
172	热心	1	14	35	1	4	27	74	21	45	75	58	16	10	100	100	0	0	0	0	0
173	阿卡司塔	1	14	35	1	4	27	76	21	45	75	58	16	10	100	100	0	0	0	0	0
174	索玛雷兹	1	14	36	1	4	28	72	22	52	76	60	15	25	100	100	0	0	0	0	0
175	维纳斯	1	14	37	1	4	28	71	22	52	78	60	15	20	100	100	0	0	0	0	0
176	军团	1	15	36	1	4	32	70	23	57	76	58	15	15	100	100	0	0	0	0	0
177	撒切尔	1	17	37	1	4	28	70	22	54	77	55	16	15	100	100	0	0	0	0	0
178	沙利文	1	17	37	1	4	28	70	22	54	77	55	16	32	100	100	0	0	0	0	0
179	西格斯比	1	17	37	1	4	28	70	22	54	77	55	16	20	100	100	0	0	0	0	0
180	奥班农	1	17	37	1	4	28	70	22	54	85	75	16	52	100	100	0	0	0	0	0
181	威廉·D·波特	1	17	37	1	4	28	70	22	58	80	55	1	2	100	100	0	0	0	0	0
182	波特	1	18	38.5	1	4	40	74	23	45	77	55	16	10	100	100	0	0	0	0	0
183	拉菲	1	22	38.5	1	4	30	70	30	60	76	62	17	45	100	100	0	0	0	0	0
185	卡米契亚·内拉	1	18	38	1	4	29	68	22	41	79	58	15	20	100	100	0	0	0	0	0
186	阿维埃尔	1	18	38	1	4	29	68	22	41	79	58	15	15	100	100	0	0	0	0	0
187	安东尼奥·达诺利	1	20	39	1	4	30	68	22	41	80	52	15	5	100	100	0	0	0	0	0
188	乌戈里尼·维瓦尔迪	1	20	39	1	4	30	68	22	41	80	52	15	5	100	100	0	0	0	0	0
192	塔什干	1	24	42.7	1	4	33	75	23	46	85	50	15	16	100	100	0	0	0	0	0
193	恩格斯	1	13	35.5	1	4	40	68	20	39	76	54	15	5	100	100	0	0	0	0	0
194	大青花鱼	1	12	21	1	4	24	74	25	0	40	0	42	25	100	100	0	0	0	0	0
195	射水鱼	1	12	21	1	4	24	74	25	0	40	0	42	27	100	100	0	0	0	0	0
196	M1	1	12	15	1	4	50	58	25	0	35	0	40	5	100	100	0	0	0	0	0
197	U47	1	10	18	1	4	23	72	24	0	38	0	43	20	100	100	0	0	0	0	0
198	U505	1	12	18	1	4	24	72	25	0	38	0	42	9	100	100	0	0	0	0	0
199	絮库夫	1	20	18.5	1	4	46	62	27	0	39	0	42	9	100	100	6	1	1	3	1
203	伊丽莎白女王	1	69	25	3	4	89	0	86	55	39	0	36	10	100	100	12	3	3	3	3
206	北卡罗来纳	1	74	28	3	4	108	0	92	90	45	0	43	25	100	100	12	3	3	3	3
207	南达科他	1	75	27.5	3	4	108	0	100	93	44	0	42	13	100	100	12	3	3	3	3
209	密苏里	1	84	33	3	4	116	0	102	108	50	0	45	24	100	100	12	3	3	3	3
219	瑞鹤	1	62	34.2	1	4	40	0	58	66	60	0	70	40	100	100	75	18	18	21	18
220	翔鹤	1	62	34.2	1	4	40	0	58	66	55	0	69	10	100	100	75	18	18	21	18
221	飞龙	1	48	34.5	1	4	40	0	52	60	55	0	63	13	100	100	63	15	15	18	15
222	苍龙	1	46	34.5	1	4	35	0	50	55	55	0	67	10	100	100	63	15	15	18	15
225	黄蜂	1	37	29.5	1	4	35	0	45	65	47	0	65	9	100	100	70	17	17	19	17
226	埃塞克斯	1	60	33	1	4	40	0	60	90	50	0	75	20	100	100	90	22	22	24	22
227	飞鹰	1	55	25.5	1	4	20	0	36	52	45	0	59	13	100	100	48	12	12	12	12
228	隼鹰	1	55	25.5	1	4	20	0	36	52	45	0	59	20	100	100	48	12	12	12	12
229	凤翔	1	27	25	1	4	20	0	29	45	40	0	55	25	100	100	20	5	5	5	5
233	最上	1	42	35	2	4	61	60	48	48	75	0	48	9	100	100	9	2	2	3	2
234	三隈	1	42	35	2	4	61	60	48	48	75	0	48	6	100	100	9	2	2	3	2
235	铃谷	1	42	35	2	4	61	60	48	48	75	0	48	5	100	100	9	2	2	3	2
236	熊野	1	42	35	2	4	61	60	48	48	75	0	48	5	100	100	9	2	2	3	2
237	萨福克	1	49	32.5	2	4	54	45	41	66	70	0	48	15	100	100	6	1	1	3	1
238	约克	1	33	32	2	4	58	47	44	68	70	0	49	10	100	100	6	1	1	3	1
239	埃克赛特	1	33	32	2	4	58	47	44	68	70	0	49	10	100	100	6	1	1	3	1
241	巴尔的摩	1	52	33	2	4	68	0	56	90	71	0	53	17	100	100	6	1	1	3	1
247	香取	1	23	18	2	4	38	50	27	46	50	70	19	10	100	100	6	1	1	3	1
248	大淀	1	32	35.3	2	4	50	0	50	63	70	68	30	15	100	100	18	4	4	6	4
249	莱比锡	1	35	32	2	4	50	60	46	49	65	66	19	17	100	100	6	1	1	3	1
253	应瑞	1	23	20	2	4	39	50	36	40	50	60	17	15	100	100	0	0	0	0	0
254	肇和	1	24	20	2	4	39	50	36	40	50	60	17	15	100	100	0	0	0	0	0
260	睦月	1	13	37	1	4	27	68	20	38	80	46	14	12	100	100	0	0	0	0	0
261	白露	1	15	34	1	4	29	74	20	40	78	51	15	15	100	100	0	0	0	0	0
265	岚	1	16	34	1	4	30	74	21	41	77	54	16	9	100	100	0	0	0	0	0
267	岛风	1	20	40	1	4	30	95	22	43	90	51	18	10	100	100	0	0	0	0	0
269	Z17	1	19	38.5	1	4	28	74	24	41	78	52	16	7	100	100	0	0	0	0	0
270	Z18	1	19	38.5	1	4	28	74	24	41	78	52	16	7	100	100	0	0	0	0	0
271	吸血鬼	1	14	34	1	4	28	68	20	45	74	62	15	10	100	100	0	0	0	0	0
272	海达人	1	17	35.5	1	4	33	62	22	45	76	56	15	35	100	100	0	0	0	0	0
275	康弗斯	1	17	37	1	4	28	70	22	54	77	55	16	22	100	100	0	0	0	0	0
276	戴森	1	17	37	1	4	28	70	22	54	77	55	16	22	100	100	0	0	0	0	0
277	克拉克斯顿	1	17	37	1	4	28	70	22	54	77	55	16	19	100	100	0	0	0	0	0
289	U81	1	10	18	1	4	23	72	24	0	38	0	43	15	100	100	0	0	0	0	0
298	苏赫巴托尔	1	10	15	1	4	29	0	13	35	90	0	15	50	100	100	0	0	0	0	0
301	马汉	1	16	37	1	4	29	74	22	39	77	55	16	7	100	100	0	0	0	0	0
302	圣路易斯	1	33	31.5	2	4	62	0	54	85	66	65	22	25	100	100	12	3	3	3	3
303	奥丁	1	12	18	1	4	30	0	15	39	93	0	16	30	100	100	2	0	0	2	0
304	圣女贞德	1	29	25	2	4	44	48	35	52	55	66	18	23	100	100	6	1	1	3	1
306	巴夫勒尔	1	18	35.8	1	4	30	73	23	63	76	64	16	15	100	100	0	0	0	0	0
307	女灶神	1	40	16	1	4	28	0	22	45	71	0	16	25	100	100	0	0	0	0	0
1001	胡德改	1	80	32	3	4	103	0	87	85	65	0	43	8	100	100	12	3	3	3	3
1004	伊势改	1	79	24.5	3	4	84	0	87	73	49	0	45	15	100	100	24	6	6	6	6
1005	日向改	1	79	24.5	3	4	84	0	87	73	49	0	45	15	100	100	24	6	6	6	6
1006	俾斯麦改	1	100	30.8	3	4	102	0	100	67	53	0	47	18	100	100	16	4	4	4	4
1007	提尔比茨改	1	101	30	3	4	102	30	100	69	53	0	47	16	100	100	16	4	4	4	4
1008	纳尔逊改	1	77	23.5	3	4	109	0	102	77	46	0	41	20	100	100	0	0	0	0	0
1009	罗德尼改	1	76	23.5	3	4	109	0	102	77	46	0	41	20	100	100	8	2	2	2	2
1010	威尔士亲王改	1	79	29	3	4	100	0	100	92	53	0	43	10	100	100	16	4	4	4	4
1011	内华达改	1	72	21	3	4	90	0	93	97	42	0	40	30	100	100	12	3	3	3	3
1012	俄克拉荷马改	1	72	21	3	4	90	0	93	97	42	0	40	10	100	100	12	3	3	3	3
1013	安德烈亚·多利亚改	1	64	27	3	4	89	0	89	70	60	0	38	20	100	100	12	3	3	3	3
1018	声望改	1	70	31.5	3	4	93	0	80	97	68	0	42	35	100	100	16	4	4	4	4
1019	反击改	1	70	31.5	3	4	88	0	78	75	71	0	39	12	100	100	16	4	4	4	4
1026	百眼巨人改	1	38	20.7	1	4	25	0	35	63	45	0	75	20	100	100	28	7	7	7	7
1027	兰利改	1	39	15	1	4	25	0	36	72	40	0	77	20	100	100	35	8	8	11	8
1028	突击者改	1	48	29.2	1	4	30	0	48	65	73	0	85	25	100	100	65	16	16	17	16
1029	列克星敦改	1	73	33.2	1	4	40	0	74	77	56	0	87	20	100	100	85	21	21	22	21
1030	萨拉托加改	1	73	33.2	1	4	40	0	74	90	56	0	87	32	100	100	85	21	21	22	21
1032	高雄改	1	55	35	2	4	70	72	53	58	83	0	55	10	100	100	6	1	1	3	1
1033	爱宕改	1	55	35	2	4	70	72	53	58	83	0	55	10	100	100	6	1	1	3	1
1034	摩耶改	1	55	35	2	4	68	72	54	67	83	0	55	10	100	100	6	1	1	3	1
1035	鸟海改	1	55	35	2	4	70	72	53	53	83	0	55	10	100	100	6	1	1	3	1
1036	希佩尔海军上将改	1	61	32.5	2	4	69	65	50	57	78	0	62	15	100	100	12	3	3	3	3
1037	布吕歇尔改	1	62	32.5	2	4	66	65	52	57	83	0	59	15	100	100	12	3	3	3	3
1038	欧根亲王改	1	69	32	2	4	61	55	70	65	78	0	64	35	100	100	12	3	3	3	3
1039	威奇塔改	1	46	33	2	4	78	0	52	93	79	0	59	20	100	100	6	1	1	3	1
1040	昆西改	1	58	32.7	2	4	73	0	56	80	79	0	60	12	100	100	8	2	2	2	2
1041	天龙改	1	38	33	2	4	46	73	32	53	79	68	30	17	100	100	0	0	0	0	0
1042	龙田改	1	38	33	2	4	46	73	32	53	79	68	30	17	100	100	0	0	0	0	0
1045	五十铃改	1	40	36	2	4	48	80	33	68	81	90	32	12	100	100	3	0	0	3	0
1046	夕张改	1	34	35.5	2	4	52	75	35	55	95	63	36	17	100	100	0	0	0	0	0
1047	柯尼斯堡改	1	48	32.5	2	4	58	70	42	60	75	70	31	15	100	100	6	1	1	3	1
1048	卡尔斯鲁厄改	1	48	32.5	2	4	58	70	42	60	75	70	31	15	100	100	6	1	1	3	1
1049	科隆改	1	48	32.5	2	4	58	70	42	63	75	73	32	18	100	100	6	1	1	3	1
1054	重庆改	1	39	32	2	4	49	60	42	66	74	78	34	21	100	100	6	1	1	3	1
1055	奥马哈改	1	43	35	2	4	58	63	38	70	76	68	28	20	100	100	6	1	1	3	1
1056	亚特兰大改	1	42	33.6	2	4	67	0	49	105	75	100	38	10	100	100	0	0	0	0	0
1058	奥希金斯改	1	48	31.5	2	4	71	0	55	77	75	75	37	15	100	100	12	3	3	3	3
1059	海伦娜改	1	48	31.5	2	4	71	0	57	85	75	75	52	15	100	100	12	3	3	3	3
1060	宁海改	1	35	23.2	2	4	48	66	39	54	68	70	33	25	100	100	3	0	0	3	0
1061	平海改	1	35	21.3	2	4	48	66	39	40	66	70	33	25	100	100	0	0	0	0	0
1062	罗伯茨改	1	48	12.2	3	4	76	0	62	59	48	0	32	20	100	100	0	0	0	0	0
1063	阿贝克隆比改	1	48	12.2	3	4	76	0	62	59	48	0	32	18	100	100	0	0	0	0	0
1064	吹雪改	1	30	37	1	4	37	91	37	46	90	60	37	17	100	100	0	0	0	0	0
1065	白雪改	1	30	37	1	4	37	91	37	46	90	60	37	10	100	100	0	0	0	0	0
1068	晓改	1	30	38	1	4	37	91	38	47	92	65	32	12	100	100	0	0	0	0	0
1069	信赖改	1	35	38	1	4	38	82	40	48	92	70	31	25	100	100	0	0	0	0	0
1070	雷改	1	30	38	1	4	37	91	38	47	92	65	37	12	100	100	0	0	0	0	0
1071	电改	1	30	38	1	4	37	91	38	47	92	65	37	10	100	100	0	0	0	0	0
1072	绫波改	1	30	38	1	4	40	95	38	48	91	60	38	10	100	100	0	0	0	0	0
1073	敷波改	1	30	38	1	4	37	91	38	48	91	60	37	10	100	100	0	0	0	0	0
1074	Z1改	1	38	38.2	1	4	38	79	40	46	88	62	33	15	100	100	0	0	0	0	0
1075	Z16改	1	38	38.2	1	4	38	79	40	46	88	62	31	10	100	100	0	0	0	0	0
1080	Z31改	1	42	36	1	4	40	79	43	46	86	62	31	10	100	100	0	0	0	0	0
1081	紫石英改	1	28	20	1	4	37	65	33	60	83	90	32	13	100	100	0	0	0	0	0
1082	萤火虫改	1	29	36	1	4	38	79	47	50	86	73	32	8	100	100	0	0	0	0	0
1083	标枪改	1	29	36	1	4	40	79	37	55	86	73	32	15	100	100	0	0	0	0	0
